user_id,age,monthly_income,occupation,city_tier,dependents,rent,loan_payment,insurance,groceries,transport,eating_out,entertainment,utilities,healthcare,education,other_expenses,total_expenses,monthly_savings,savings_goal,financial_health_score,financial_health_category
USER_00014,57,51510,Teacher,Tier 1,4,16290.0,12960.0,2430.0,13020.0,3140.0,4490.0,2990.0,3140.0,4360.0,0.0,3560.0,66380.0,-14870.0,Vehicle,11.29,At Risk
USER_00015,41,78162,Accountant,Tier 3,4,16440.0,18600.0,1060.0,12250.0,3830.0,2160.0,5060.0,3390.0,4900.0,1810.0,3820.0,73320.0,4840.0,Education,27.66,At Risk
USER_00016,20,55199,Teacher,Tier 1,3,15530.0,6840.0,2670.0,8670.0,6800.0,5370.0,4110.0,2840.0,3000.0,0.0,1090.0,56920.0,-1720.0,Retirement,22.32,At Risk
USER_00017,39,195111,Business Owner,Tier 3,0,21250.0,0.0,7650.0,13650.0,4850.0,8790.0,14470.0,7380.0,4040.0,0.0,9660.0,91740.0,103370.0,Investment,93.72,Healthy
USER_00018,19,177388,Doctor,Tier 2,3,45900.0,31230.0,5280.0,14320.0,17620.0,13050.0,3740.0,3520.0,5480.0,0.0,5450.0,145590.0,31800.0,Emergency Fund,57.37,Moderate
USER_00019,41,49188,Accountant,Tier 3,0,11020.0,0.0,1110.0,5480.0,1470.0,4670.0,2870.0,2110.0,1990.0,0.0,3760.0,34480.0,14710.0,Education,81.57,Healthy
USER_00020,61,148382,Business Owner,Tier 1,1,42060.0,0.0,4670.0,15070.0,17380.0,5190.0,9880.0,4410.0,5190.0,1810.0,11140.0,116800.0,31580.0,Investment,72.12,Healthy
USER_00021,47,67990,Doctor,Tier 2,0,10540.0,0.0,2430.0,7610.0,4710.0,3320.0,1810.0,2820.0,2690.0,3190.0,4070.0,43190.0,24800.0,Emergency Fund,86.24,Healthy
USER_00022,55,33975,Private Employee,Tier 2,1,4620.0,2380.0,990.0,5700.0,1720.0,1180.0,2690.0,2570.0,1760.0,0.0,480.0,24090.0,9880.0,House,83.08,Healthy
USER_00023,19,29273,Private Employee,Tier 3,1,3430.0,4090.0,1370.0,6200.0,2260.0,1580.0,310.0,1990.0,2260.0,2220.0,1470.0,27180.0,2090.0,Travel,40.17,Moderate
USER_00024,38,14461,Student,Tier 2,3,11040.0,4060.0,230.0,10520.0,1040.0,1320.0,890.0,2350.0,1940.0,430.0,460.0,34280.0,-19820.0,Emergency Fund,18.44,At Risk
USER_00025,50,80326,Business Owner,Tier 3,1,6560.0,3140.0,1220.0,6970.0,5920.0,2220.0,4110.0,4500.0,3610.0,0.0,3290.0,41540.0,38790.0,Emergency Fund,93.03,Healthy
USER_00026,29,76350,Private Employee,Tier 1,0,15210.0,10540.0,3140.0,5800.0,5420.0,4350.0,1150.0,2100.0,1010.0,5290.0,5590.0,59600.0,16750.0,Retirement,61.47,Moderate
USER_00027,39,72954,Other,Tier 2,2,20760.0,7590.0,2370.0,11750.0,5530.0,1740.0,2660.0,3550.0,3610.0,0.0,2770.0,62330.0,10620.0,Investment,61.39,Moderate
USER_00028,61,33732,Private Employee,Tier 1,4,9460.0,8780.0,890.0,13830.0,2310.0,1570.0,1120.0,2970.0,4450.0,0.0,2000.0,47380.0,-13650.0,Retirement,22.55,At Risk
USER_00029,42,32375,Teacher,Tier 1,4,7170.0,0.0,1390.0,13410.0,4020.0,910.0,360.0,3980.0,4300.0,0.0,2180.0,37720.0,-5340.0,Retirement,38.85,At Risk
USER_00030,44,53660,Software Engineer,Tier 1,0,6850.0,0.0,2550.0,6220.0,4600.0,1640.0,2850.0,2680.0,1880.0,0.0,670.0,29940.0,23720.0,House,89.88,Healthy
USER_00031,59,54273,Accountant,Tier 3,2,12940.0,0.0,1680.0,8320.0,3450.0,2840.0,1300.0,3310.0,2820.0,0.0,3610.0,40270.0,14000.0,Emergency Fund,81.79,Healthy
USER_00032,45,85948,Freelancer,Tier 3,1,13140.0,0.0,2810.0,7500.0,3540.0,6600.0,3820.0,4050.0,4280.0,5650.0,5430.0,56820.0,29130.0,Education,80.97,Healthy
USER_00033,33,95020,Software Engineer,Tier 1,0,35430.0,27170.0,1160.0,8580.0,9970.0,2040.0,7190.0,4590.0,2980.0,0.0,1980.0,101090.0,-6070.0,Travel,18.82,At Risk
USER_00034,32,148223,Software Engineer,Tier 3,1,28940.0,0.0,4440.0,13670.0,7140.0,12030.0,4620.0,5850.0,4500.0,0.0,10200.0,91390.0,56830.0,Investment,87.6,Healthy
USER_00035,64,96263,Private Employee,Tier 2,3,10610.0,25960.0,1040.0,15410.0,8960.0,9520.0,1810.0,5220.0,5730.0,6320.0,3450.0,94030.0,2230.0,No Specific Goal,21.19,At Risk
USER_00036,61,40907,Teacher,Tier 2,2,11120.0,0.0,1070.0,7350.0,2790.0,1530.0,630.0,2690.0,3190.0,0.0,780.0,31150.0,9760.0,Vehicle,75.87,Healthy
USER_00037,20,38288,Teacher,Tier 1,4,9860.0,0.0,1860.0,10750.0,2720.0,1070.0,950.0,2760.0,4190.0,770.0,710.0,35640.0,2650.0,House,50.3,Moderate
USER_00038,54,139731,Software Engineer,Tier 2,0,26630.0,0.0,5660.0,10340.0,12260.0,1740.0,9810.0,3230.0,5510.0,0.0,8940.0,84120.0,55610.0,Emergency Fund,90.93,Healthy
USER_00039,24,125430,Software Engineer,Tier 1,4,39440.0,29670.0,4940.0,15000.0,11320.0,3440.0,9470.0,4460.0,6140.0,0.0,8710.0,132590.0,-7160.0,Travel,20.24,At Risk
USER_00040,38,189060,Doctor,Tier 1,1,60250.0,0.0,7830.0,13970.0,20080.0,12080.0,4320.0,6880.0,5260.0,0.0,7920.0,138590.0,50470.0,Emergency Fund,82.36,Healthy
USER_00041,26,44780,Private Employee,Tier 2,1,11610.0,10460.0,1970.0,7340.0,3540.0,3860.0,3240.0,2180.0,2010.0,4390.0,530.0,51130.0,-6350.0,Travel,16.67,At Risk
USER_00042,56,29677,Teacher,Tier 3,3,5990.0,0.0,350.0,7770.0,1500.0,310.0,2200.0,3640.0,2170.0,0.0,1930.0,25860.0,3820.0,Emergency Fund,56.94,Moderate
USER_00043,35,79677,Teacher,Tier 2,1,18190.0,16140.0,3600.0,10080.0,6060.0,5320.0,4370.0,4280.0,3220.0,6460.0,3990.0,81710.0,-2030.0,Emergency Fund,27.28,At Risk
USER_00044,21,86548,Software Engineer,Tier 3,1,16280.0,1000.0,3550.0,8260.0,5750.0,2000.0,3490.0,4170.0,3830.0,0.0,4630.0,52960.0,33590.0,Emergency Fund,90.73,Healthy
USER_00045,42,47122,Business Owner,Tier 3,4,10240.0,9440.0,1760.0,9470.0,2970.0,3860.0,2130.0,3890.0,4030.0,660.0,3560.0,52010.0,-4890.0,Travel,12.91,At Risk
USER_00046,31,90794,Software Engineer,Tier 1,4,27020.0,0.0,2380.0,15160.0,5960.0,2690.0,1220.0,3580.0,6080.0,0.0,4850.0,68940.0,21850.0,Retirement,81.04,Healthy
USER_00047,26,172366,Business Owner,Tier 1,0,25910.0,32080.0,3800.0,12020.0,12420.0,2760.0,6910.0,5800.0,5710.0,0.0,2790.0,110200.0,62170.0,No Specific Goal,79.12,Healthy
USER_00048,43,73070,Private Employee,Tier 2,0,16740.0,8040.0,1290.0,5280.0,7060.0,7180.0,4480.0,2620.0,2670.0,0.0,5810.0,61170.0,11900.0,Vehicle,52.79,Moderate
USER_00049,19,15787,Student,Tier 3,1,4920.0,0.0,370.0,5510.0,650.0,820.0,910.0,1800.0,1690.0,0.0,1020.0,17690.0,-1900.0,Emergency Fund,31.23,At Risk
USER_00050,37,16555,Student,Tier 3,2,6910.0,4930.0,750.0,5470.0,1150.0,730.0,220.0,2580.0,2590.0,510.0,250.0,26090.0,-9540.0,Vehicle,17.0,At Risk
USER_00051,45,10116,Student,Tier 3,0,10920.0,1430.0,120.0,2840.0,350.0,630.0,380.0,1250.0,580.0,150.0,640.0,19290.0,-9170.0,Travel,22.83,At Risk
USER_00052,64,40547,Government Employee,Tier 2,1,5310.0,10240.0,1580.0,6760.0,2330.0,2430.0,3090.0,2000.0,2280.0,510.0,1950.0,38480.0,2070.0,No Specific Goal,28.32,At Risk
USER_00053,24,42710,Accountant,Tier 3,4,4110.0,1780.0,570.0,13550.0,1830.0,600.0,3160.0,2590.0,4140.0,0.0,1160.0,33490.0,9220.0,Emergency Fund,71.9,Healthy
USER_00054,61,10561,Student,Tier 1,3,8880.0,180.0,150.0,8060.0,960.0,430.0,330.0,2680.0,2580.0,0.0,200.0,24450.0,-13890.0,House,34.88,At Risk
USER_00055,25,78706,Other,Tier 1,4,20930.0,0.0,1420.0,15500.0,9340.0,5120.0,3790.0,3320.0,5090.0,870.0,3720.0,69100.0,9610.0,Vehicle,52.53,Moderate
USER_00056,64,14039,Student,Tier 2,4,5840.0,0.0,520.0,12830.0,1130.0,1330.0,840.0,2390.0,4350.0,0.0,410.0,29640.0,-15600.0,No Specific Goal,33.31,At Risk
USER_00057,52,70636,Accountant,Tier 3,3,8810.0,0.0,3110.0,11480.0,2290.0,4850.0,870.0,4070.0,5130.0,0.0,2620.0,43230.0,27410.0,Investment,91.63,Healthy
USER_00058,31,71086,Business Owner,Tier 3,4,15350.0,0.0,1110.0,16370.0,4580.0,1790.0,2030.0,2650.0,6150.0,4700.0,4720.0,59450.0,11640.0,No Specific Goal,66.12,Moderate
USER_00059,34,80417,Private Employee,Tier 1,0,27910.0,0.0,1560.0,6790.0,3150.0,870.0,4380.0,3830.0,1980.0,7840.0,1750.0,60060.0,20360.0,Emergency Fund,86.44,Healthy
USER_00060,53,65310,Government Employee,Tier 3,4,8710.0,0.0,2310.0,14490.0,3990.0,5280.0,4190.0,5340.0,6450.0,0.0,2490.0,53250.0,12060.0,Travel,68.07,Moderate
USER_00061,57,79488,Business Owner,Tier 3,3,17790.0,0.0,2250.0,8400.0,5820.0,6750.0,1720.0,4240.0,3380.0,0.0,970.0,51320.0,28170.0,Emergency Fund,88.04,Healthy
USER_00062,21,83172,Accountant,Tier 2,1,18060.0,0.0,2940.0,7150.0,4620.0,2200.0,2990.0,3870.0,3850.0,8080.0,1940.0,55700.0,27470.0,Emergency Fund,92.34,Healthy
USER_00063,19,102803,Freelancer,Tier 1,1,18670.0,25110.0,1680.0,11370.0,10310.0,4000.0,1750.0,3430.0,1790.0,0.0,7860.0,85970.0,16830.0,Emergency Fund,49.13,Moderate
USER_00064,23,41172,Business Owner,Tier 2,1,10330.0,7670.0,1170.0,7780.0,3060.0,3320.0,860.0,2640.0,2570.0,0.0,1380.0,40780.0,390.0,Emergency Fund,22.18,At Risk
USER_00065,59,15038,Student,Tier 2,3,7560.0,210.0,360.0,9540.0,550.0,1080.0,280.0,2530.0,2980.0,600.0,420.0,26110.0,-11070.0,Education,31.21,At Risk
USER_00066,21,22685,Student,Tier 2,3,7780.0,0.0,620.0,10320.0,1170.0,500.0,1630.0,2780.0,2800.0,1160.0,650.0,29410.0,-6720.0,Emergency Fund,33.15,At Risk
USER_00067,46,48544,Freelancer,Tier 2,0,6810.0,0.0,1060.0,5960.0,3770.0,3380.0,2330.0,2860.0,1680.0,0.0,1790.0,29640.0,18900.0,House,85.03,Healthy
USER_00068,35,56738,Government Employee,Tier 3,3,5320.0,16640.0,890.0,9740.0,1450.0,4190.0,620.0,4330.0,4030.0,0.0,3020.0,50230.0,6510.0,No Specific Goal,36.41,At Risk
USER_00069,43,214707,Business Owner,Tier 1,1,39150.0,0.0,7870.0,11980.0,18360.0,21260.0,6690.0,7590.0,4130.0,5730.0,4520.0,127280.0,87430.0,House,90.83,Healthy
USER_00070,61,51670,Private Employee,Tier 1,3,10830.0,0.0,1900.0,9360.0,4400.0,4670.0,530.0,2800.0,2140.0,4510.0,2940.0,44080.0,7590.0,Travel,61.28,Moderate
USER_00071,51,89665,Accountant,Tier 2,2,14950.0,10800.0,1840.0,11450.0,7590.0,1190.0,3790.0,4820.0,2840.0,6770.0,1650.0,67690.0,21980.0,Travel,73.96,Healthy
USER_00072,27,49688,Private Employee,Tier 1,4,12400.0,0.0,1640.0,9850.0,6110.0,970.0,2240.0,3750.0,3890.0,0.0,2530.0,43380.0,6310.0,Vehicle,57.54,Moderate
USER_00073,53,75840,Freelancer,Tier 3,0,12200.0,13080.0,3680.0,7900.0,2030.0,3510.0,3310.0,3030.0,1290.0,4230.0,1940.0,56200.0,19640.0,House,68.79,Moderate
USER_00074,31,92078,Freelancer,Tier 1,1,22360.0,0.0,2900.0,9700.0,4200.0,3580.0,4900.0,4800.0,2920.0,5210.0,1030.0,61600.0,30480.0,Travel,87.26,Healthy
USER_00075,48,50367,Teacher,Tier 2,1,8500.0,4690.0,1140.0,7420.0,2600.0,980.0,2990.0,2790.0,2550.0,0.0,1970.0,35630.0,14740.0,Investment,81.84,Healthy
USER_00076,32,156003,Software Engineer,Tier 3,2,15150.0,11210.0,3490.0,10520.0,8760.0,12220.0,8600.0,7590.0,7780.0,0.0,4330.0,89650.0,66350.0,Retirement,83.09,Healthy
USER_00077,25,46939,Freelancer,Tier 1,0,10780.0,0.0,2030.0,4520.0,1840.0,1700.0,3650.0,2100.0,890.0,0.0,2410.0,29920.0,17020.0,Investment,88.55,Healthy
USER_00078,31,77385,Teacher,Tier 3,4,18400.0,3940.0,2290.0,17840.0,3120.0,6680.0,6040.0,4480.0,3330.0,0.0,5900.0,72020.0,5360.0,Travel,38.36,At Risk
USER_00079,40,25143,Designer,Tier 2,0,5800.0,6430.0,520.0,3390.0,970.0,1050.0,620.0,2000.0,1170.0,1980.0,480.0,24410.0,730.0,Retirement,26.98,At Risk
USER_00080,57,13801,Student,Tier 1,0,10300.0,0.0,490.0,3270.0,1280.0,1060.0,230.0,1400.0,840.0,1180.0,390.0,20440.0,-6640.0,No Specific Goal,33.22,At Risk
USER_00081,38,15337,Student,Tier 3,1,10330.0,0.0,680.0,4510.0,980.0,440.0,690.0,1820.0,1750.0,0.0,970.0,22170.0,-6830.0,House,28.13,At Risk
USER_00082,33,49535,Designer,Tier 1,3,8830.0,0.0,1940.0,11940.0,1950.0,2590.0,3010.0,2990.0,4360.0,0.0,2810.0,40420.0,9120.0,No Specific Goal,69.39,Moderate
USER_00083,62,67980,Private Employee,Tier 2,4,14610.0,0.0,910.0,13800.0,6490.0,4070.0,5330.0,3830.0,4270.0,2950.0,4480.0,60740.0,7240.0,Education,52.34,Moderate
USER_00084,35,33116,Teacher,Tier 1,0,8260.0,0.0,780.0,4180.0,3380.0,1660.0,1360.0,1360.0,1200.0,3100.0,990.0,26270.0,6850.0,Emergency Fund,73.26,Healthy
USER_00085,64,105650,Freelancer,Tier 1,2,13710.0,740.0,4490.0,11090.0,7010.0,8450.0,2130.0,3380.0,3560.0,7200.0,5140.0,66900.0,38750.0,Investment,92.89,Healthy
USER_00086,41,83092,Private Employee,Tier 3,1,7790.0,0.0,2220.0,8260.0,5360.0,5780.0,3830.0,2990.0,2270.0,0.0,3620.0,42120.0,40970.0,Vehicle,86.79,Healthy
USER_00087,43,77515,Government Employee,Tier 3,3,10620.0,16410.0,3870.0,15000.0,3840.0,4840.0,2550.0,2840.0,3210.0,4640.0,3010.0,70830.0,6680.0,Education,34.7,At Risk
USER_00088,42,21998,Student,Tier 1,3,4970.0,0.0,520.0,7040.0,2130.0,680.0,740.0,2680.0,2740.0,0.0,630.0,22130.0,-130.0,Travel,38.46,At Risk
USER_00089,62,50279,Freelancer,Tier 2,1,14660.0,0.0,2330.0,7550.0,2990.0,2880.0,2170.0,2860.0,1300.0,2660.0,3190.0,42590.0,7690.0,Emergency Fund,63.84,Moderate
USER_00090,58,95150,Accountant,Tier 3,0,8130.0,13980.0,2700.0,9440.0,4640.0,6980.0,1880.0,2810.0,4010.0,1280.0,3860.0,59710.0,35440.0,Travel,81.65,Healthy
USER_00091,46,93955,Software Engineer,Tier 3,1,22160.0,24930.0,4460.0,9610.0,3250.0,8910.0,1390.0,3630.0,4760.0,5450.0,1740.0,90290.0,3660.0,Investment,23.17,At Risk
USER_00092,32,80360,Accountant,Tier 2,3,18590.0,0.0,2160.0,12380.0,7290.0,1810.0,4190.0,4640.0,3340.0,0.0,1750.0,56150.0,24210.0,Vehicle,87.51,Healthy
USER_00093,62,82885,Accountant,Tier 3,3,12030.0,12050.0,2380.0,14360.0,6230.0,7290.0,2480.0,4890.0,4600.0,0.0,2560.0,68870.0,14020.0,Emergency Fund,54.94,Moderate
USER_00094,18,44905,Government Employee,Tier 2,2,9340.0,0.0,1420.0,6230.0,2600.0,940.0,2710.0,2920.0,3340.0,0.0,2020.0,31520.0,13380.0,Travel,90.5,Healthy
USER_00095,42,88706,Private Employee,Tier 2,2,16150.0,8270.0,1030.0,13830.0,5060.0,6340.0,5070.0,4400.0,3410.0,0.0,5370.0,68930.0,19780.0,House,69.95,Moderate
USER_00096,24,72300,Doctor,Tier 3,3,12410.0,0.0,970.0,10960.0,2380.0,4890.0,4680.0,3770.0,4580.0,0.0,1960.0,46600.0,25700.0,Travel,87.5,Healthy
USER_00097,26,161254,Software Engineer,Tier 1,2,26280.0,0.0,7120.0,11620.0,10620.0,14310.0,2200.0,7210.0,4170.0,2620.0,9580.0,95730.0,65520.0,Education,93.8,Healthy
USER_00098,41,43202,Private Employee,Tier 1,2,6700.0,0.0,890.0,9490.0,4650.0,660.0,620.0,2560.0,3120.0,0.0,3020.0,31710.0,11490.0,Emergency Fund,84.42,Healthy
USER_00099,18,99030,Accountant,Tier 1,2,25470.0,0.0,3480.0,7670.0,7320.0,8880.0,1100.0,5330.0,5820.0,9140.0,2650.0,76860.0,22170.0,Investment,73.25,Healthy
USER_00100,61,91021,Private Employee,Tier 1,3,13000.0,0.0,1860.0,15600.0,9670.0,3590.0,3820.0,3970.0,5910.0,0.0,7240.0,64660.0,26360.0,Travel,86.2,Healthy
USER_00101,25,114935,Government Employee,Tier 1,0,22770.0,0.0,2770.0,8360.0,12900.0,6110.0,2340.0,4860.0,4930.0,0.0,8040.0,73080.0,41860.0,Retirement,86.23,Healthy
USER_00102,41,150219,Software Engineer,Tier 2,0,42870.0,33000.0,5130.0,13100.0,8110.0,13090.0,10210.0,6070.0,6420.0,14120.0,3500.0,155620.0,-5400.0,No Specific Goal,22.81,At Risk
USER_00103,28,11479,Student,Tier 2,4,4930.0,0.0,270.0,9250.0,1140.0,680.0,590.0,2390.0,2330.0,1000.0,130.0,22710.0,-11230.0,Investment,33.68,At Risk
USER_00104,34,178001,Business Owner,Tier 1,2,59250.0,0.0,6950.0,15320.0,15940.0,7220.0,4840.0,6820.0,6530.0,0.0,13300.0,136170.0,41830.0,Investment,75.24,Healthy
USER_00105,25,20406,Student,Tier 1,0,4730.0,0.0,630.0,4020.0,1370.0,1640.0,1130.0,1220.0,860.0,0.0,380.0,15980.0,4430.0,Investment,70.24,Healthy
USER_00106,52,58603,Government Employee,Tier 1,4,7730.0,0.0,2360.0,13330.0,2790.0,940.0,4670.0,4580.0,5560.0,0.0,3120.0,45080.0,13520.0,Investment,75.87,Healthy
USER_00107,52,105967,Doctor,Tier 2,1,13170.0,0.0,1970.0,13090.0,5550.0,7450.0,3390.0,3470.0,2990.0,0.0,4840.0,55920.0,50050.0,Emergency Fund,90.93,Healthy
USER_00108,50,24937,Freelancer,Tier 2,2,7080.0,0.0,890.0,7770.0,1010.0,250.0,280.0,2960.0,2840.0,0.0,830.0,23910.0,1030.0,Emergency Fund,45.48,Moderate
USER_00109,22,77270,Teacher,Tier 1,0,25820.0,0.0,1740.0,5590.0,8080.0,1040.0,2200.0,2430.0,3440.0,0.0,5740.0,56080.0,21190.0,No Specific Goal,84.55,Healthy
USER_00110,59,75175,Private Employee,Tier 3,0,10540.0,17060.0,1810.0,7790.0,2910.0,7260.0,890.0,2480.0,3030.0,0.0,4660.0,58430.0,16740.0,Emergency Fund,59.51,Moderate
USER_00111,56,108610,Government Employee,Tier 2,0,26700.0,1980.0,1900.0,10870.0,5880.0,5720.0,6000.0,2980.0,2210.0,0.0,1990.0,66230.0,42380.0,Emergency Fund,88.93,Healthy
USER_00112,58,8236,Student,Tier 3,4,8220.0,1740.0,120.0,11060.0,340.0,130.0,540.0,2180.0,3030.0,0.0,450.0,27810.0,-19570.0,Vehicle,21.79,At Risk
USER_00113,45,19476,Student,Tier 1,1,11720.0,0.0,880.0,5480.0,1760.0,1750.0,1380.0,1640.0,1440.0,0.0,1400.0,27450.0,-7970.0,Investment,29.49,At Risk
USER_00114,24,125263,Software Engineer,Tier 3,2,27130.0,0.0,5990.0,9960.0,5490.0,2600.0,8570.0,5740.0,4040.0,11880.0,7800.0,89200.0,36060.0,Vehicle,82.84,Healthy
USER_00115,26,77369,Designer,Tier 2,0,11520.0,0.0,1990.0,7320.0,3100.0,1020.0,5770.0,2570.0,3150.0,0.0,2270.0,38710.0,38660.0,No Specific Goal,88.86,Healthy
USER_00116,25,8228,Student,Tier 3,3,10520.0,0.0,330.0,9140.0,490.0,370.0,510.0,2520.0,2900.0,0.0,570.0,27350.0,-19120.0,Education,31.13,At Risk
USER_00117,29,79090,Private Employee,Tier 2,2,17070.0,0.0,3330.0,9600.0,5180.0,1950.0,800.0,2840.0,2950.0,7820.0,5650.0,57190.0,21900.0,No Specific Goal,84.99,Healthy
USER_00118,51,36444,Other,Tier 3,3,6600.0,6070.0,570.0,12060.0,2420.0,620.0,2120.0,2340.0,1870.0,0.0,2180.0,36850.0,-410.0,House,26.06,At Risk
USER_00119,50,85202,Freelancer,Tier 2,4,25340.0,0.0,4050.0,11540.0,4080.0,2580.0,4640.0,4150.0,4870.0,0.0,6350.0,67600.0,17600.0,Investment,74.25,Healthy
USER_00120,40,63199,Software Engineer,Tier 3,0,13610.0,7410.0,2680.0,6830.0,4570.0,980.0,1690.0,3450.0,920.0,0.0,1370.0,43510.0,19690.0,Emergency Fund,82.43,Healthy
USER_00121,41,37451,Designer,Tier 3,2,3330.0,0.0,1560.0,7010.0,1700.0,1670.0,2970.0,1990.0,2170.0,0.0,910.0,23310.0,14140.0,Travel,92.77,Healthy
USER_00122,54,21991,Student,Tier 2,2,6440.0,5250.0,1030.0,6480.0,1620.0,2020.0,1120.0,2180.0,2830.0,2110.0,1380.0,32460.0,-10470.0,Investment,18.97,At Risk
USER_00123,52,52669,Business Owner,Tier 2,0,12190.0,6850.0,1270.0,5210.0,5230.0,1790.0,1950.0,2280.0,2380.0,4070.0,3010.0,46230.0,6440.0,Retirement,51.65,Moderate
USER_00124,61,97410,Designer,Tier 1,1,18030.0,2890.0,4430.0,7450.0,9530.0,7420.0,3380.0,4400.0,4250.0,0.0,7730.0,69510.0,27900.0,Education,78.48,Healthy
USER_00125,57,87885,Private Employee,Tier 3,4,9270.0,2250.0,4390.0,13680.0,4650.0,1490.0,4970.0,3640.0,5440.0,0.0,4000.0,53780.0,34100.0,Emergency Fund,88.89,Healthy
USER_00126,39,215061,Doctor,Tier 2,0,50180.0,0.0,4140.0,16690.0,10510.0,2810.0,9530.0,5270.0,6360.0,0.0,5450.0,110940.0,104120.0,Investment,94.13,Healthy
USER_00127,44,124739,Software Engineer,Tier 2,2,25860.0,20670.0,1850.0,13840.0,7220.0,3770.0,7840.0,4460.0,5640.0,0.0,9440.0,100590.0,24150.0,Education,55.09,Moderate
USER_00128,52,27989,Teacher,Tier 1,1,9130.0,1240.0,400.0,7110.0,1260.0,2080.0,400.0,1940.0,1810.0,2100.0,1520.0,28990.0,-1000.0,Investment,33.03,At Risk
USER_00129,18,147582,Business Owner,Tier 2,2,24180.0,0.0,3700.0,14630.0,7030.0,4440.0,4240.0,3980.0,3980.0,12850.0,6420.0,85450.0,62130.0,House,91.2,Healthy
USER_00130,52,32138,Teacher,Tier 2,3,5330.0,0.0,1360.0,9610.0,1730.0,620.0,680.0,2670.0,4380.0,320.0,2000.0,28700.0,3440.0,Retirement,54.87,Moderate
USER_00131,54,49761,Other,Tier 2,2,6470.0,0.0,1990.0,8180.0,4420.0,2250.0,760.0,2430.0,1800.0,0.0,1930.0,30230.0,19530.0,Investment,91.63,Healthy
USER_00132,64,43917,Other,Tier 2,4,10120.0,11310.0,790.0,13220.0,1600.0,2990.0,940.0,3610.0,2260.0,2040.0,2370.0,51250.0,-7330.0,Emergency Fund,15.41,At Risk
USER_00133,31,65813,Accountant,Tier 1,0,19890.0,11650.0,2070.0,4790.0,4830.0,4920.0,3940.0,2360.0,2010.0,1410.0,5140.0,63010.0,2800.0,Vehicle,27.1,At Risk
USER_00134,20,76157,Doctor,Tier 1,2,12160.0,1960.0,1860.0,11220.0,6270.0,1470.0,2350.0,4620.0,4530.0,0.0,5160.0,51600.0,24560.0,No Specific Goal,88.45,Healthy
USER_00135,18,77739,Private Employee,Tier 2,3,11720.0,3260.0,3360.0,9250.0,7540.0,1820.0,1090.0,3100.0,5020.0,900.0,5730.0,52790.0,24950.0,Emergency Fund,88.03,Healthy
